2019-05-24T21:34:36.781887  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 0
2019-05-24T21:36:48.948585  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 12
2019-05-24T21:36:48.949825  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 0
2019-05-24T21:36:48.950990  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 9
2019-05-24T21:36:49.578284  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 0
2019-05-24T21:36:50.160124  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
2019-05-24T21:36:50.255909  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
2019-05-24T21:36:50.288405  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:36:50.686679  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
2019-05-24T21:36:50.847825  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
2019-05-24T21:36:51.169733  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
2019-05-24T21:36:51.315402  -  [DB] database returned None for page_id: Andy_García, passage_idx: 1
2019-05-24T21:36:51.318579  -  [DB] database returned None for page_id: Andy_García, passage_idx: 0
2019-05-24T21:36:51.329155  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
2019-05-24T21:36:52.175371  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
2019-05-24T21:36:53.316121  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 0
2019-05-24T21:36:53.498720  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
2019-05-24T21:36:53.537340  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 5
2019-05-24T21:36:53.539185  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
2019-05-24T21:36:53.581770  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
2019-05-24T21:36:53.680231  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
2019-05-24T21:36:53.837217  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
2019-05-24T21:36:53.860352  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
2019-05-24T21:36:53.955367  -  [DB] database returned None for page_id: Gdańsk, passage_idx: 0
2019-05-24T21:36:54.063176  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:36:54.299559  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
2019-05-24T21:36:54.594929  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
2019-05-24T21:36:54.872334  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:36:55.205370  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 3
2019-05-24T21:36:55.206785  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
2019-05-24T21:36:55.275660  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:36:55.345112  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:36:55.356347  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
2019-05-24T21:36:55.527707  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
2019-05-24T21:36:55.927151  -  [DB] database returned None for page_id: As_Máscaras, passage_idx: 0
2019-05-24T21:36:56.172642  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:36:56.644255  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
2019-05-24T21:36:56.645215  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
2019-05-24T21:36:56.646245  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 13
2019-05-24T21:36:56.647240  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 19
2019-05-24T21:36:56.691116  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
2019-05-24T21:36:57.391099  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
2019-05-24T21:36:57.403290  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
2019-05-24T21:36:57.404694  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
2019-05-24T21:36:57.584077  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:36:57.972536  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
2019-05-24T21:36:57.973745  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:36:58.442658  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:36:58.571714  -  [DB] database returned None for page_id: François_Truffaut, passage_idx: 4
2019-05-24T21:36:58.756753  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
2019-05-24T21:36:58.825009  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
2019-05-24T21:36:58.829719  -  [DB] database returned None for page_id: Condé_Nast, passage_idx: 0
2019-05-24T21:36:59.191910  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
2019-05-24T21:36:59.283436  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
2019-05-24T21:36:59.358589  -  [DB] database returned None for page_id: Führer, passage_idx: 1
2019-05-24T21:36:59.951060  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
2019-05-24T21:36:59.984758  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
2019-05-24T21:36:59.989543  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
2019-05-24T21:37:00.051163  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 5
2019-05-24T21:37:00.052700  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
2019-05-24T21:37:00.055350  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
2019-05-24T21:37:00.127679  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:00.840701  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:37:01.407732  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
2019-05-24T21:37:01.440527  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:01.790710  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
2019-05-24T21:37:01.940552  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:02.581804  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
2019-05-24T21:37:02.612611  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 6
2019-05-24T21:37:02.614146  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
2019-05-24T21:37:02.658276  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:02.659246  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
2019-05-24T21:37:02.660193  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 1
2019-05-24T21:37:02.692492  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
2019-05-24T21:37:03.229371  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
2019-05-24T21:37:03.418262  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
2019-05-24T21:37:03.679653  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
2019-05-24T21:37:03.924337  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
2019-05-24T21:37:04.034372  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
2019-05-24T21:37:04.175880  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
2019-05-24T21:37:04.176739  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 6
2019-05-24T21:37:04.178263  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 8
2019-05-24T21:37:04.179154  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 7
2019-05-24T21:37:04.180793  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 4
2019-05-24T21:37:04.394716  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
2019-05-24T21:37:04.805794  -  [DB] database returned None for page_id: Thérèse_Raquin, passage_idx: 0
2019-05-24T21:37:04.973303  -  [DB] database returned None for page_id: Björk, passage_idx: 16
2019-05-24T21:37:05.353077  -  [DB] database returned None for page_id: Björk, passage_idx: 16
2019-05-24T21:37:05.633845  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:05.718355  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 1
2019-05-24T21:37:05.777298  -  [DB] database returned None for page_id: NOFV-Oberliga_Süd, passage_idx: 0
2019-05-24T21:37:05.824959  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:37:05.899840  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:05.917972  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
2019-05-24T21:37:06.119564  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 20
2019-05-24T21:37:06.188421  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
2019-05-24T21:37:06.534355  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:06.628613  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
2019-05-24T21:37:07.045503  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 7
2019-05-24T21:37:07.752273  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
2019-05-24T21:37:08.204085  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
2019-05-24T21:37:08.643684  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
2019-05-24T21:37:08.670287  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
2019-05-24T21:37:09.715383  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
2019-05-24T21:37:09.797585  -  [DB] database returned None for page_id: Demián_Bichir, passage_idx: 4
2019-05-24T21:37:10.430313  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
2019-05-24T21:37:11.071394  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
2019-05-24T21:37:11.368636  -  [DB] database returned None for page_id: Andy_García, passage_idx: 5
2019-05-24T21:37:11.376156  -  [DB] database returned None for page_id: Andy_García, passage_idx: 2
2019-05-24T21:37:11.381342  -  [DB] database returned None for page_id: Andy_García, passage_idx: 6
2019-05-24T21:37:11.394116  -  [DB] database returned None for page_id: Andy_García, passage_idx: 0
2019-05-24T21:37:11.525147  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
2019-05-24T21:37:11.728147  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
2019-05-24T21:37:11.795439  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
2019-05-24T21:37:12.678370  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
2019-05-24T21:37:12.734836  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
2019-05-24T21:37:12.790235  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
2019-05-24T21:37:12.926179  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:12.929008  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
2019-05-24T21:37:13.128687  -  [DB] database returned None for page_id: Chéri_-LRB-film-RRB-, passage_idx: 0
2019-05-24T21:37:13.164408  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
2019-05-24T21:37:13.428355  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 0
2019-05-24T21:37:13.454606  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
2019-05-24T21:37:13.619806  -  [DB] database returned None for page_id: Elizabeth_Báthory, passage_idx: 0
2019-05-24T21:37:14.232941  -  [DB] database returned None for page_id: 2014_Thai_coup_d'état, passage_idx: 1
2019-05-24T21:37:14.253390  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:14.254755  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
2019-05-24T21:37:14.531124  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
2019-05-24T21:37:14.643147  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
2019-05-24T21:37:14.722801  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
2019-05-24T21:37:14.769679  -  [DB] database returned None for page_id: Mission_San_Francisco_de_Asís, passage_idx: 0
2019-05-24T21:37:14.797111  -  [DB] database returned None for page_id: Mélanie_Laurent, passage_idx: 0
2019-05-24T21:37:14.933031  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
2019-05-24T21:37:15.317340  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
2019-05-24T21:37:15.421106  -  [DB] database returned None for page_id: Juan_Martín_del_Potro, passage_idx: 0
2019-05-24T21:37:16.325430  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
2019-05-24T21:37:16.408146  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
2019-05-24T21:37:16.409180  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 24
2019-05-24T21:37:16.827330  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 15
2019-05-24T21:37:16.829009  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 16
2019-05-24T21:37:17.869650  -  [DB] database returned None for page_id: Björn_Borg, passage_idx: 0
2019-05-24T21:37:18.002853  -  [DB] database returned None for page_id: Milton_Núñez_-LRB-boxer-RRB-, passage_idx: 1
2019-05-24T21:37:18.007981  -  [DB] database returned None for page_id: Wilfredo_Gómez, passage_idx: 0
2019-05-24T21:37:18.580674  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
2019-05-24T21:37:18.904800  -  [DB] database returned None for page_id: Les_Misérables_-LRB-2012_film-RRB-, passage_idx: 0
2019-05-24T21:37:19.066710  -  [DB] database returned None for page_id: Édith_Piaf, passage_idx: 0
